timestamp,etichetta_variante,modello,posizione_id,numero_pedine,mossa_ottimale,valore_teorico,mossa_scelta_llm,e_ottimale,tentativi_falliti
2026-08-20T11:31:21,elo_800,mimo-v2.5,6,34,a2,1,a2,True,0
2026-08-20T11:31:24,elo_800,mimo-v2.5,5,34,a2,-1,a2,True,0
2026-08-20T11:31:29,elo_800,mimo-v2.5,12,27,b2,-1,b2,True,0
2026-08-20T11:31:35,elo_800,mimo-v2.5,13,32,a4,-1,a4,True,0
2026-08-20T11:31:57,elo_800,mimo-v2.5,2,26,b3,1,c1,False,0
2026-08-20T11:32:05,elo_800,mimo-v2.5,4,29,e2,0,a1,False,0
2026-08-20T11:32:14,elo_800,mimo-v2.5,11,24,f6,1,f6,True,0
2026-08-20T11:32:18,elo_800,mimo-v2.5,7,25,c1,0,e6,False,0
2026-08-20T11:32:39,elo_800,mimo-v2.5,3,29,f1,1,a1,False,0
2026-08-20T11:32:42,elo_800,mimo-v2.5,15,28,d6,1,a6,False,0
2026-08-20T11:32:45,elo_800,mimo-v2.5,9,28,a1,1,a1,True,0
2026-08-20T11:32:52,elo_800,mimo-v2.5,10,27,f6,0,c2,False,0
2026-08-20T11:33:00,elo_800,mimo-v2.5,1,31,b1,1,b1,True,0
2026-08-20T11:33:03,elo_800,mimo-v2.5,14,30,a1,1,a1,True,0
2026-08-20T11:33:21,elo_800,mimo-v2.5,18,29,b2,1,b1,False,0
2026-08-20T11:33:31,elo_800,mimo-v2.5,17,24,f1,1,b4,False,0
2026-08-20T11:33:35,elo_800,mimo-v2.5,16,27,e6,1,b2,False,0
2026-08-20T11:33:36,elo_800,mimo-v2.5,23,29,d6,0,b4,False,0
2026-08-20T11:33:36,elo_800,mimo-v2.5,25,33,a2,-1,a2,True,0
2026-08-20T11:33:44,elo_800,mimo-v2.5,26,24,a6,1,d1,False,0
2026-08-20T11:34:01,elo_800,mimo-v2.5,27,25,c5,-1,c5,True,0
2026-08-20T11:34:07,elo_800,mimo-v2.5,28,31,a5,-1,a5,True,0
2026-08-20T11:34:23,elo_800,mimo-v2.5,32,34,c6,1,c6,True,0
2026-08-20T11:34:24,elo_800,mimo-v2.5,31,31,e5,1,e5,True,0
2026-08-20T11:34:31,elo_800,mimo-v2.5,22,30,f6,1,f6,True,0
2026-08-20T11:34:35,elo_800,mimo-v2.5,20,30,e1,1,a4,False,0
2026-08-20T11:34:36,elo_800,mimo-v2.5,19,27,a1,1,a1,True,0
2026-08-20T11:34:43,elo_800,mimo-v2.5,21,29,d1,1,e5,False,0
2026-08-20T11:34:51,elo_800,mimo-v2.5,38,31,f6,0,f6,True,0
2026-08-20T11:34:54,elo_800,mimo-v2.5,33,34,e1,-1,e1,True,0
2026-08-20T11:34:59,elo_800,mimo-v2.5,40,34,c6,-1,c6,True,0
2026-08-20T11:35:01,elo_800,mimo-v2.5,29,29,f3,0,a1,False,0
2026-08-20T11:35:03,elo_800,mimo-v2.5,36,28,a1,1,a1,True,0
2026-08-20T11:35:05,elo_800,mimo-v2.5,8,30,e5,1,e1,False,0
2026-08-20T11:35:10,elo_800,mimo-v2.5,42,33,a3,-1,a3,True,0
2026-08-20T11:35:15,elo_800,mimo-v2.5,37,31,a3,-1,a3,True,0
2026-08-20T11:35:18,elo_800,mimo-v2.5,30,30,a1,1,a1,True,0
2026-08-20T11:35:24,elo_800,mimo-v2.5,45,33,b6,1,b6,True,0
2026-08-20T11:35:26,elo_800,mimo-v2.5,47,33,b1,-1,b1,True,0
2026-08-20T11:35:29,elo_800,mimo-v2.5,41,33,f3,1,f3,True,0
2026-08-20T11:35:35,elo_800,mimo-v2.5,50,34,e5,-1,e5,True,0
2026-08-20T11:35:44,elo_800,mimo-v2.5,34,31,a2,1,f1,False,0
2026-08-20T11:35:47,elo_800,mimo-v2.5,43,27,f3,1,f1,False,0
2026-08-20T11:36:11,elo_800,mimo-v2.5,52,33,b5,-1,b5,True,0
2026-08-20T11:36:17,elo_800,mimo-v2.5,35,31,f2,1,f5,False,0
2026-08-20T11:36:25,elo_800,mimo-v2.5,49,33,a6,1,a6,True,0
2026-08-20T11:36:37,elo_800,mimo-v2.5,48,25,f1,1,f1,True,0
2026-08-20T11:36:45,elo_800,mimo-v2.5,53,33,b4,1,e5,False,0
2026-08-20T11:36:51,elo_800,mimo-v2.5,58,33,e1,0,e1,True,0
2026-08-20T11:36:53,elo_800,mimo-v2.5,46,28,a6,1,a6,True,0
2026-08-20T11:37:07,elo_800,mimo-v2.5,60,33,a5,1,a5,True,0
2026-08-20T11:37:10,elo_800,mimo-v2.5,59,28,b3,1,a4,False,0
2026-08-20T11:37:11,elo_800,mimo-v2.5,57,27,f2,-1,f2,True,0
2026-08-20T11:37:13,elo_800,mimo-v2.5,39,30,d1,1,a5,False,0
2026-08-20T11:37:20,elo_800,mimo-v2.5,51,26,f2,1,c1,False,0
2026-08-20T11:37:26,elo_800,mimo-v2.5,55,25,b2,1,f1,False,0
2026-08-20T11:37:28,elo_800,mimo-v2.5,44,25,f5,1,d6,False,0
2026-08-20T11:37:40,elo_800,mimo-v2.5,64,34,f5,-1,f5,True,0
2026-08-20T11:37:49,elo_800,mimo-v2.5,56,30,f5,1,c1,False,0
2026-08-20T11:37:49,elo_800,mimo-v2.5,62,29,f1,0,a5,False,0
2026-08-20T11:37:55,elo_800,mimo-v2.5,63,30,c1,1,e4,False,0
2026-08-20T11:38:00,elo_800,mimo-v2.5,70,34,e1,-1,e1,True,0
2026-08-20T11:38:09,elo_800,mimo-v2.5,71,34,f5,-1,f5,True,0
2026-08-20T11:38:11,elo_800,mimo-v2.5,72,34,a1,1,a1,True,0
2026-08-20T11:38:28,elo_800,mimo-v2.5,61,33,a4,0,a6,False,0
2026-08-20T11:38:33,elo_800,mimo-v2.5,67,31,b4,1,c1,False,0
2026-08-20T11:38:35,elo_800,mimo-v2.5,68,29,f4,0,f6,False,0
2026-08-20T11:38:47,elo_800,mimo-v2.5,66,25,f5,0,e1,False,0
2026-08-20T11:38:50,elo_800,mimo-v2.5,74,33,f2,1,f2,True,0
2026-08-20T11:38:53,elo_800,mimo-v2.5,65,29,f1,1,b6,False,0
2026-08-20T11:38:55,elo_800,mimo-v2.5,76,28,f1,1,f4,False,0
2026-08-20T11:39:02,elo_800,mimo-v2.5,78,30,a1,0,a1,True,0
2026-08-20T11:39:10,elo_800,mimo-v2.5,77,32,b5,-1,b5,True,0
2026-08-20T11:39:15,elo_800,mimo-v2.5,83,34,c1,1,c1,True,0
2026-08-20T11:39:21,elo_800,mimo-v2.5,84,28,b1,-1,b1,True,0
2026-08-20T11:39:23,elo_800,mimo-v2.5,24,31,e1,1,e5,False,1
2026-08-20T11:39:29,elo_800,mimo-v2.5,75,26,f1,1,f1,True,0
2026-08-20T11:39:39,elo_800,mimo-v2.5,79,26,a2,0,f1,False,0
2026-08-20T11:39:39,elo_800,mimo-v2.5,87,32,e1,-1,e1,True,0
2026-08-20T11:39:49,elo_800,mimo-v2.5,89,28,a1,-1,a1,True,0
2026-08-20T11:40:00,elo_800,mimo-v2.5,81,28,e6,1,b3,False,0
2026-08-20T11:40:07,elo_800,mimo-v2.5,69,32,f1,1,a6,False,0
2026-08-20T11:40:08,elo_800,mimo-v2.5,73,25,a3,0,b3,False,0
2026-08-20T11:40:08,elo_800,mimo-v2.5,91,30,f4,1,f4,True,0
2026-08-20T11:40:17,elo_800,mimo-v2.5,82,28,f1,1,c5,False,0
2026-08-20T11:40:27,elo_800,mimo-v2.5,80,33,a3,1,b1,False,0
2026-08-20T11:40:27,elo_800,mimo-v2.5,88,25,f1,0,e4,False,0
2026-08-20T11:40:44,elo_800,mimo-v2.5,85,30,f3,1,f3,True,0
2026-08-20T11:40:55,elo_800,mimo-v2.5,98,32,a6,-1,a6,True,0
2026-08-20T11:41:05,elo_800,mimo-v2.5,99,33,f5,-1,f5,True,0
2026-08-20T11:41:06,elo_800,mimo-v2.5,94,31,f4,1,a3,False,0
2026-08-20T11:41:07,elo_800,mimo-v2.5,90,34,d2,0,e6,False,0
2026-08-20T11:41:20,elo_800,mimo-v2.5,100,28,a6,0,a6,True,0
2026-08-20T11:41:28,elo_800,mimo-v2.5,95,31,f3,1,f5,False,0
2026-08-20T11:41:35,elo_800,mimo-v2.5,96,32,f1,1,f1,True,0
2026-08-20T11:41:46,elo_800,mimo-v2.5,97,25,f1,1,f1,True,0
2026-08-20T11:41:47,elo_800,mimo-v2.5,92,24,f4,1,f1,False,0
2026-08-20T11:42:06,elo_800,mimo-v2.5,93,26,a4,1,a4,True,0
2026-08-20T11:42:13,elo_800,mimo-v2.5,86,24,a1,1,a1,True,0
2026-08-20T11:43:13,elo_800,mimo-v2.5,54,32,a4,1,b1,False,1
2026-08-20T11:43:21,elo_1800,mimo-v2.5,5,34,a2,-1,a2,True,0
2026-08-20T11:43:29,elo_1800,mimo-v2.5,6,34,a2,1,a2,True,0
2026-08-20T11:43:35,elo_1800,mimo-v2.5,12,27,b2,-1,b2,True,0
2026-08-20T11:43:56,elo_1800,mimo-v2.5,13,32,a4,-1,a4,True,0
2026-08-20T11:44:20,elo_1800,mimo-v2.5,14,30,a1,1,a1,True,0
2026-08-20T11:44:30,elo_1800,mimo-v2.5,4,29,e2,0,a1,False,0
2026-08-20T11:44:42,elo_1800,mimo-v2.5,1,31,b1,1,f6,False,0
2026-08-20T11:44:44,elo_1800,mimo-v2.5,10,27,f6,0,c2,False,0
2026-08-20T11:44:54,elo_1800,mimo-v2.5,8,30,e5,1,f1,False,0
2026-08-20T11:45:01,elo_1800,mimo-v2.5,3,29,f1,1,a1,False,0
2026-08-20T11:45:36,elo_1800,mimo-v2.5,15,28,d6,1,b1,False,0
2026-08-20T11:46:08,elo_1800,mimo-v2.5,9,28,a1,1,a1,True,0
2026-08-20T11:46:36,elo_1800,mimo-v2.5,21,29,d1,1,e5,False,0
2026-08-20T11:46:46,elo_1800,mimo-v2.5,17,24,f1,1,f1,True,0
2026-08-20T11:47:10,elo_1800,mimo-v2.5,16,27,e6,1,e6,True,0
2026-08-20T11:47:14,elo_1800,mimo-v2.5,23,29,d6,0,a6,False,0
2026-08-20T11:47:41,elo_1800,mimo-v2.5,25,33,a2,-1,a2,True,0
2026-08-20T11:47:46,elo_1800,mimo-v2.5,18,29,b2,1,b2,True,0
2026-08-20T11:47:53,elo_1800,mimo-v2.5,28,31,a5,-1,a5,True,0
2026-08-20T11:47:55,elo_1800,mimo-v2.5,19,27,a1,1,a1,True,0
2026-08-20T11:47:56,elo_1800,mimo-v2.5,27,25,c5,-1,c5,True,0
2026-08-20T11:47:58,elo_1800,mimo-v2.5,20,30,e1,1,a6,False,0
2026-08-20T11:48:06,elo_1800,mimo-v2.5,31,31,e5,1,e5,True,0
2026-08-20T11:48:13,elo_1800,mimo-v2.5,32,34,c6,1,c6,True,0
2026-08-20T11:48:16,elo_1800,mimo-v2.5,33,34,e1,-1,e1,True,0
2026-08-20T11:48:32,elo_1800,mimo-v2.5,24,31,e1,1,e5,False,0
2026-08-20T11:48:41,elo_1800,mimo-v2.5,29,29,f3,0,a1,False,0
2026-08-20T11:48:54,elo_1800,mimo-v2.5,37,31,a3,-1,a3,True,0
2026-08-20T11:49:00,elo_1800,mimo-v2.5,38,31,f6,0,f6,True,0
2026-08-20T11:49:00,elo_1800,mimo-v2.5,36,28,a1,1,a1,True,0
2026-08-20T11:49:05,elo_1800,mimo-v2.5,40,34,c6,-1,c6,True,0
2026-08-20T11:49:06,elo_1800,mimo-v2.5,2,26,b3,1,b3,True,1
2026-08-20T11:49:12,elo_1800,mimo-v2.5,30,30,a1,1,a1,True,0
2026-08-20T11:49:15,elo_1800,mimo-v2.5,42,33,a3,-1,a3,True,0
2026-08-20T11:49:42,elo_1800,mimo-v2.5,7,25,c1,0,e6,False,1
2026-08-20T11:49:49,elo_1800,mimo-v2.5,35,31,f2,1,f2,True,0
2026-08-20T11:49:50,elo_1800,mimo-v2.5,39,30,d1,1,a5,False,0
2026-08-20T11:50:03,elo_1800,mimo-v2.5,45,33,b6,1,b6,True,0
2026-08-20T11:50:05,elo_1800,mimo-v2.5,47,33,b1,-1,b1,True,0
2026-08-20T11:50:21,elo_1800,mimo-v2.5,49,33,a6,1,a6,True,0
2026-08-20T11:50:23,elo_1800,mimo-v2.5,34,31,a2,1,f6,False,0
2026-08-20T11:50:26,elo_1800,mimo-v2.5,44,25,f5,1,d6,False,0
2026-08-20T11:50:37,elo_1800,mimo-v2.5,52,33,b5,-1,b5,True,0
2026-08-20T11:50:50,elo_1800,mimo-v2.5,50,34,e5,-1,e5,True,0
2026-08-20T11:51:07,elo_1800,mimo-v2.5,54,32,a4,1,a4,True,0
2026-08-20T11:51:19,elo_1800,mimo-v2.5,11,24,f6,1,f6,True,1
2026-08-20T11:51:22,elo_1800,mimo-v2.5,48,25,f1,1,f1,True,0
2026-08-20T11:51:27,elo_1800,mimo-v2.5,53,33,b4,1,e5,False,0
